TRANSACTION_ID,YEAR,MONTH_NUMBER,MONTH_NAME,SEASON,REGION,STATE_PROVINCE,CATEGORY,SALES,UNITS
324,2023,5,May,Spring,North,Gilgit-Baltistan,Clothing,124879.16,2027
325,2023,5,May,Spring,North,Gilgit-Baltistan,Furniture,83466.6,247
326,2023,5,May,Spring,North,Gilgit-Baltistan,Food & Beverages,93210.63,3393
327,2023,5,May,Spring,North,Gilgit-Baltistan,Sports,90087.31,896
328,2023,5,May,Spring,North,Gilgit-Baltistan,Toys,76983.76,1509
329,2023,5,May,Spring,North,Gilgit-Baltistan,Books,48984.14,1507
330,2023,5,May,Spring,South,Sindh,Electronics,102890.63,382
331,2023,5,May,Spring,South,Sindh,Clothing,96831.68,1488
332,2023,5,May,Spring,South,Sindh,Furniture,81841.95,226
333,2023,5,May,Spring,South,Sindh,Food & Beverages,94031.49,3841
334,2023,5,May,Spring,South,Sindh,Sports,73191.8,691
335,2023,5,May,Spring,South,Sindh,Toys,59802.24,1184
336,2023,5,May,Spring,South,Sindh,Books,46703.43,1502
337,2023,5,May,Spring,South,Balochistan,Electronics,136264.71,523
338,2023,5,May,Spring,South,Balochistan,Clothing,98490.73,1610
339,2023,5,May,Spring,South,Balochistan,Furniture,76414.07,249
340,2023,5,May,Spring,South,Balochistan,Food & Beverages,79482.74,2995
341,2023,5,May,Spring,South,Balochistan,Sports,70560.01,657
342,2023,5,May,Spring,South,Balochistan,Toys,53587.36,980
343,2023,5,May,Spring,South,Balochistan,Books,40430.15,1200
344,2023,5,May,Spring,East,AJK,Electronics,99935.53,383
345,2023,5,May,Spring,East,AJK,Clothing,71495.88,1191
346,2023,5,May,Spring,East,AJK,Furniture,61871.47,183
347,2023,5,May,Spring,East,AJK,Food & Beverages,75287.04,3266
348,2023,5,May,Spring,East,AJK,Sports,59836.07,613
349,2023,5,May,Spring,East,AJK,Toys,50950.05,1107
350,2023,5,May,Spring,East,AJK,Books,38006.82,1150
351,2023,5,May,Spring,East,Punjab,Electronics,101505.03,439
352,2023,5,May,Spring,East,Punjab,Clothing,85379.65,1248
353,2023,5,May,Spring,East,Punjab,Furniture,52474.99,151
354,2023,5,May,Spring,East,Punjab,Food & Beverages,76603.71,3106
355,2023,5,May,Spring,East,Punjab,Sports,51587.0,477
356,2023,5,May,Spring,East,Punjab,Toys,51350.93,1068
357,2023,5,May,Spring,East,Punjab,Books,44043.38,1321
358,2023,5,May,Spring,West,Balochistan,Electronics,86239.17,316
359,2023,5,May,Spring,West,Balochistan,Clothing,59578.55,940
360,2023,5,May,Spring,West,Balochistan,Furniture,49076.75,139
361,2023,5,May,Spring,West,Balochistan,Food & Beverages,55591.94,2429
362,2023,5,May,Spring,West,Balochistan,Sports,53894.56,547
363,2023,5,May,Spring,West,Balochistan,Toys,49042.19,1078
364,2023,5,May,Spring,West,Balochistan,Books,36346.22,1040
365,2023,5,May,Spring,West,KPK,Electronics,74482.8,313
366,2023,5,May,Spring,West,KPK,Clothing,68508.31,1129
367,2023,5,May,Spring,West,KPK,Furniture,58310.76,163
368,2023,5,May,Spring,West,KPK,Food & Beverages,64981.95,2669
369,2023,5,May,Spring,West,KPK,Sports,48838.47,448
370,2023,5,May,Spring,West,KPK,Toys,41229.58,797
371,2023,5,May,Spring,West,KPK,Books,36323.94,1167
372,2023,5,May,Spring,Central,Punjab,Electronics,102485.64,425
373,2023,5,May,Spring,Central,Punjab,Clothing,80910.61,1409
374,2023,5,May,Spring,Central,Punjab,Furniture,70895.72,214
375,2023,5,May,Spring,Central,Punjab,Food & Beverages,78126.66,3009
376,2023,5,May,Spring,Central,Punjab,Sports,57955.31,634
377,2023,5,May,Spring,Central,Punjab,Toys,52447.64,1052
378,2023,5,May,Spring,Central,Punjab,Books,49526.03,1532
379,2023,5,May,Spring,Central,Sindh,Electronics,109380.03,429
380,2023,5,May,Spring,Central,Sindh,Clothing,78302.14,1218
381,2023,5,May,Spring,Central,Sindh,Furniture,69785.25,214
382,2023,5,May,Spring,Central,Sindh,Food & Beverages,85377.38,3212
383,2023,5,May,Spring,Central,Sindh,Sports,62103.67,674
384,2023,5,May,Spring,Central,Sindh,Toys,52997.48,1101
385,2023,5,May,Spring,Central,Sindh,Books,38293.68,1257
386,2023,6,June,Summer,North,Punjab,Electronics,153040.43,580
387,2023,6,June,Summer,North,Punjab,Clothing,106409.19,1719
388,2023,6,June,Summer,North,Punjab,Furniture,90313.86,248
389,2023,6,June,Summer,North,Punjab,Food & Beverages,124729.55,5401
390,2023,6,June,Summer,North,Punjab,Sports,83008.72,766
391,2023,6,June,Summer,North,Punjab,Toys,81483.54,1629
392,2023,6,June,Summer,North,Punjab,Books,63132.07,1897
393,2023,6,June,Summer,North,KPK,Electronics,138126.47,589
394,2023,6,June,Summer,North,KPK,Clothing,135641.34,2059
395,2023,6,June,Summer,North,KPK,Furniture,90287.55,264
396,2023,6,June,Summer,North,KPK,Food & Beverages,122434.59,4905
397,2023,6,June,Summer,North,KPK,Sports,93536.75,1003
398,2023,6,June,Summer,North,KPK,Toys,69125.98,1462
399,2023,6,June,Summer,North,KPK,Books,57767.34,1883
400,2023,6,June,Summer,North,Gilgit-Baltistan,Electronics,148544.02,632
401,2023,6,June,Summer,North,Gilgit-Baltistan,Clothing,110836.02,1701
402,2023,6,June,Summer,North,Gilgit-Baltistan,Furniture,91239.15,301
403,2023,6,June,Summer,North,Gilgit-Baltistan,Food & Beverages,108342.23,4029
404,2023,6,June,Summer,North,Gilgit-Baltistan,Sports,84952.0,823
405,2023,6,June,Summer,North,Gilgit-Baltistan,Toys,75254.12,1518
406,2023,6,June,Summer,North,Gilgit-Baltistan,Books,58485.85,1692
407,2023,6,June,Summer,South,Sindh,Electronics,113687.1,472
408,2023,6,June,Summer,South,Sindh,Clothing,102480.82,1552
409,2023,6,June,Summer,South,Sindh,Furniture,81459.59,222
410,2023,6,June,Summer,South,Sindh,Food & Beverages,98710.93,4110
411,2023,6,June,Summer,South,Sindh,Sports,77698.61,759
412,2023,6,June,Summer,South,Sindh,Toys,65778.99,1399
413,2023,6,June,Summer,South,Sindh,Books,57395.35,1720
414,2023,6,June,Summer,South,Balochistan,Electronics,107982.68,432
415,2023,6,June,Summer,South,Balochistan,Clothing,103034.07,1770
416,2023,6,June,Summer,South,Balochistan,Furniture,83686.23,248
417,2023,6,June,Summer,South,Balochistan,Food & Beverages,92675.94,3675
418,2023,6,June,Summer,South,Balochistan,Sports,75802.06,744
